"name","status","canonical","replacement","since","notes"
"export_eye_bids","workflow","export_eye_bids",,"0.9.0.9000","Curated module-level workflow classification; source: 020-interoperability-storage.R. Lifecycle status does not establish construct validity."
"export_eye_pipeline","workflow","export_eye_pipeline",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"export_prov_json","workflow","export_prov_json",,"0.9.0.9000","Curated module-level workflow classification; source: 078-reproducibility-provenance-0-9.R. Lifecycle status does not establish construct validity."
"export_ro_crate_metadata","workflow","export_ro_crate_metadata",,"0.9.0.9000","Curated module-level workflow classification; source: 078-reproducibility-provenance-0-9.R. Lifecycle status does not establish construct validity."
"export_validation_bundle","workflow","export_validation_bundle",,"0.9.0.9000","Curated module-level workflow classification; source: 063-operational-validation-0-8.R. Lifecycle status does not establish construct validity."
"external_model_engines","workflow","external_model_engines",,"0.9.0.9000","Curated module-level workflow classification; source: 028-api-storage-adapters.R. Lifecycle status does not establish construct validity."
"external_validate_irt","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 052-irt-validation-0-7.R. Lifecycle status does not establish construct validity."
"extract_diffusion_parameters","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 027-strategy-diffusion-engines.R. Lifecycle status does not establish construct validity."
"extract_functional_pupil_parameters","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 026-functional-pupil-engine.R. Lifecycle status does not establish construct validity."
"extract_parameter_truth","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 055-requested-api-completion-0-7.R. Lifecycle status does not establish construct validity."
"extract_process_windows","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 060-process-window-representations-0-8.R. Lifecycle status does not establish construct validity."
"eye_analysis_pipeline","workflow","eye_analysis_pipeline",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"eye_analysis_spec","workflow","eye_analysis_spec",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"eye_api_inventory","workflow","eye_api_inventory",,"0.9.0.9000","Curated module-level workflow classification; source: 071-api-lifecycle-0-9.R. Lifecycle status does not establish construct validity."
"eye_api_lifecycle","workflow","eye_api_lifecycle",,"0.9.0.9000","Curated module-level workflow classification; source: 071-api-lifecycle-0-9.R. Lifecycle status does not establish construct validity."
"eye_api_recommendation","workflow","eye_api_recommendation",,"0.9.0.9000","Curated module-level workflow classification; source: 071-api-lifecycle-0-9.R. Lifecycle status does not establish construct validity."
"eye_api_status","workflow","eye_api_status",,"0.9.0.9000","Curated module-level workflow classification; source: 071-api-lifecycle-0-9.R. Lifecycle status does not establish construct validity."
"eye_api_superseded","workflow","eye_api_superseded",,"0.9.0.9000","Curated module-level workflow classification; source: 071-api-lifecycle-0-9.R. Lifecycle status does not establish construct validity."
"eye_benchmark_design","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 075-benchmark-stress-0-9.R. Lifecycle status does not establish construct validity."
"eye_decision_manifest","workflow","eye_decision_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 073-decision-manifests-0-9.R. Lifecycle status does not establish construct validity."
"eye_format_profiles","core","eye_format_profiles",,"0.9.0.9000","Curated module-level core classification; source: 017-format-validation.R. Lifecycle status does not establish construct validity."
"eye_mapping","core","eye_mapping",,"0.9.0.9000","Curated module-level core classification; source: 003-mapping-adapters.R. Lifecycle status does not establish construct validity."
"eye_pipeline_dot","workflow","eye_pipeline_dot",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"eye_pipeline_graph","workflow","eye_pipeline_graph",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"eye_pipeline_manifest","workflow","eye_pipeline_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"eye_pipeline_mermaid","workflow","eye_pipeline_mermaid",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"eye_pipeline_step","workflow","eye_pipeline_step",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"eye_plot_spec","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 030-measurement-intelligence-utils.R. Lifecycle status does not establish construct validity."
"eye_prov_graph","workflow","eye_prov_graph",,"0.9.0.9000","Curated module-level workflow classification; source: 078-reproducibility-provenance-0-9.R. Lifecycle status does not establish construct validity."
"eye_reproducibility_fingerprint","workflow","eye_reproducibility_fingerprint",,"0.9.0.9000","Curated module-level workflow classification; source: 078-reproducibility-provenance-0-9.R. Lifecycle status does not establish construct validity."
"eye_schema","core","eye_schema",,"0.9.0.9000","Curated module-level core classification; source: 001-schema.R. Lifecycle status does not establish construct validity."
"eye_session_manifest","workflow","eye_session_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 078-reproducibility-provenance-0-9.R. Lifecycle status does not establish construct validity."
"eye_storage_spec","workflow","eye_storage_spec",,"0.9.0.9000","Curated module-level workflow classification; source: 020-interoperability-storage.R. Lifecycle status does not establish construct validity."
"eye_stream_fidelity_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 048-semantic-validation-0-7.R. Lifecycle status does not establish construct validity."
"eye_targets_manifest","workflow","eye_targets_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_api_version","workflow","eyeprocess_api_version",,"0.9.0.9000","Curated module-level workflow classification; source: 028-api-storage-adapters.R. Lifecycle status does not establish construct validity."
"eyeprocess_benchmark_study","workflow","eyeprocess_benchmark_study",,"0.9.0.9000","Curated module-level workflow classification; source: 029-benchmark-reproducibility.R. Lifecycle status does not establish construct validity."
"eyeprocess_cdm_attribute_profiles","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_cdm_classification_uncertainty","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_cdm_dina_ideal_response","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_cdm_dina_probability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_cdm_qmatrix_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_deprecation","workflow","eyeprocess_deprecation",,"0.9.0.9000","Curated module-level workflow classification; source: 028-api-storage-adapters.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_2pl_probability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_3pl_probability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_4pl_probability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_adaptive_trace","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_anchor_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_anchor_purification","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_apply_link","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_bank_coverage","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_category_function_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_classification_precision","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_conditional_sem","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_content_balance_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_device_drift","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_dif_effect_curve","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_dtf_curve","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_eap_score","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_engine_evidence_table","workflow","eyeprocess_irt_engine_evidence_table",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_engine_registry","gated",,,"0.9.0.9000","Curated module-level gated classification; source: 088-irt-engine-adapters-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_engine_status","gated",,,"0.9.0.9000","Curated module-level gated classification; source: 088-irt-engine-adapters-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_expected_score","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_exposure_summary","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_extreme_score_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_fit_dashboard","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_functioning_effect_summary","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_gpcm_probability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_grm_probability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_haebara_link","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_identification_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_infit_outfit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_information_area","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_information_gain","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_information_targeting","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_invariance_evidence","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_item_bank","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_item_fit_residuals","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_item_information","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_item_selection","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_latent_regression_design","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_link_stability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_local_dependence_pairs","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_map_score","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_marginal_reliability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_mean_mean_link","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_mean_sigma_link","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_measurement_precision_profile","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_missing_by_design_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_misspecification_metrics","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 089-irt-validation-evidence-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_misspecification_suite","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 089-irt-validation-evidence-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_mle_score","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_model_card","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_model_card_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_model_spec","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_monotonicity_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_nominal_probability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_parameter_plausibility_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_person_fit_lz","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_person_fit_residuals","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_plausible_values","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_ppc_discrepancy","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_precision_evidence_table","workflow","eyeprocess_irt_precision_evidence_table",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_prior_sensitivity_grid","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_prior_sensitivity_summary","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_prior_spec","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_process_alignment","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_process_aware_selection_penalty","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_process_dif_concordance","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_q3","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_recovery_design","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 089-irt-validation-evidence-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_recovery_failures","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 089-irt-validation-evidence-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_recovery_summary","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 089-irt-validation-evidence-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_sbc_ranks","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 089-irt-validation-evidence-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_sbc_summary","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 089-irt-validation-evidence-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_score_table","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_score_uncertainty","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_session_drift","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_sparse_design_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_stocking_lord_link","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 086-irt-linking-invariance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_stopping_rule","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 085-irt-scoring-adaptive-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_targeting_gap","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 093-irt-advanced-diagnostics-governance-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_test_characteristic_curve","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_test_information","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 083-irt-foundations-information-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_testlet_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_testlet_spec","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_irt_threshold_order_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 084-irt-diagnostics-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_joint_process_irt_spec","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_mirt_directional_information","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_mirt_information_matrix","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_mirt_loading_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_mirt_loading_spec","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 090-irt-multidimensional-cdm-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_multichannel_measurement_map","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_negative_control_evidence_plan","workflow","eyeprocess_negative_control_evidence_plan",,"0.9.0.9000","Curated module-level workflow classification; source: 091-validation-stress-freeze-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_negative_control_evidence_table","workflow","eyeprocess_negative_control_evidence_table",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_process_irt_data_bundle","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_process_item_profile","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_process_missingness_pattern","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_process_person_profile","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_recovery_evidence_table","workflow","eyeprocess_recovery_evidence_table",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_reliability_evidence_plan","workflow","eyeprocess_reliability_evidence_plan",,"0.9.0.9000","Curated module-level workflow classification; source: 091-validation-stress-freeze-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_reliability_evidence_table","workflow","eyeprocess_reliability_evidence_table",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_response_time_profile","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_sbc_evidence_table","workflow","eyeprocess_sbc_evidence_table",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_speed_accuracy_profile","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 087-irt-process-joint-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_stress_evidence_plan","workflow","eyeprocess_stress_evidence_plan",,"0.9.0.9000","Curated module-level workflow classification; source: 091-validation-stress-freeze-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_stress_evidence_table","workflow","eyeprocess_stress_evidence_table",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_atlas_gaps","workflow","eyeprocess_validation_atlas_gaps",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_claim_matrix","workflow","eyeprocess_validation_claim_matrix",,"0.9.0.9000","Curated module-level workflow classification; source: 091-validation-stress-freeze-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_evidence_atlas","workflow","eyeprocess_validation_evidence_atlas",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_evidence_grade","workflow","eyeprocess_validation_evidence_grade",,"0.9.0.9000","Curated module-level workflow classification; source: 082-validation-evidence-programs-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_evidence_index","workflow","eyeprocess_validation_evidence_index",,"0.9.0.9000","Curated module-level workflow classification; source: 094-validation-paper-tables-atlas-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_evidence_manifest","workflow","eyeprocess_validation_evidence_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 091-validation-stress-freeze-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_plan","workflow","eyeprocess_validation_plan",,"0.9.0.9000","Curated module-level workflow classification; source: 082-validation-evidence-programs-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_readiness","workflow","eyeprocess_validation_readiness",,"0.9.0.9000","Curated module-level workflow classification; source: 091-validation-stress-freeze-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_release_gate","workflow","eyeprocess_validation_release_gate",,"0.9.0.9000","Curated module-level workflow classification; source: 091-validation-stress-freeze-0-9.R. Lifecycle status does not establish construct validity."
"eyeprocess_validation_seed","workflow","eyeprocess_validation_seed",,"0.9.0.9000","Curated module-level workflow classification; source: 082-validation-evidence-programs-0-9.R. Lifecycle status does not establish construct validity."
"facet_effects","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 050-process-irt-models-0-7.R. Lifecycle status does not establish construct validity."
"feature_dictionary","core","feature_dictionary",,"0.9.0.9000","Curated module-level core classification; source: 010-features.R. Lifecycle status does not establish construct validity."
"feature_spec","core","feature_spec",,"0.9.0.9000","Curated module-level core classification; source: 010-features.R. Lifecycle status does not establish construct validity."
"features_wide","core","features_wide",,"0.9.0.9000","Curated module-level core classification; source: 010-features.R. Lifecycle status does not establish construct validity."
"field_fidelity_report","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 048-semantic-validation-0-7.R. Lifecycle status does not establish construct validity."
"file_hash_manifest","workflow","file_hash_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 078-reproducibility-provenance-0-9.R. Lifecycle status does not establish construct validity."
