r_name,python_name,source_file,rd_help,r_signature,arg_count,uses_dots,s3_generic_or_method,related_tests,related_articles,lifecycle_status,plot_candidate,python_module,python_test_file,p0_discovered,p1_api,p2_structural,p3_semantic,p4_numerical,p5_algorithmic,p6_plot,p7_docs_examples,blocker
fit_strategy_mixture_em,fit_strategy_mixture_em,R/027-strategy-diffusion-engines.R,man/fit_strategy_mixture_em.Rd,"(prepared, starts = prepared$spec$multiple_starts, max_iter = 300L, tolerance = 1e-7, seed = 1L)",5,False,False,,,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
fit_strategy_mixture_stan,fit_strategy_mixture_stan,R/027-strategy-diffusion-engines.R,man/fit_strategy_mixture_stan.Rd,"(prepared, seed = 1L, refresh = 0L, output_dir = NULL, ...)",5,True,False,,,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
fit_tam_adapter,fit_tam_adapter,R/028-api-storage-adapters.R,man/fit_tam_adapter.Rd,"(data, purpose, ...)",3,True,False,,vignettes/api-storage-adapters.Rmd,deprecated,False,src/eyeprocesspy/engine_adapters.py,tests/test_engine_adapters.py,yes,implemented,implemented,implemented_initial,not_started,python_reference_differs,not_applicable,docstring_initial,
fit_traminer_adapter,fit_traminer_adapter,R/028-api-storage-adapters.R,man/fit_traminer_adapter.Rd,"(data, purpose, ...)",3,True,False,,,deprecated,False,src/eyeprocesspy/engine_adapters.py,tests/test_engine_adapters.py,yes,implemented,implemented,implemented_initial,not_started,python_reference_differs,not_applicable,docstring_initial,
functional_pupil_basis,functional_pupil_basis,R/026-functional-pupil-engine.R,man/functional_pupil_basis.Rd,"(x, df = 6L, basis = c(""natural_spline"", ""bspline""), degree = 3L, boundary_knots = NULL, knots = NULL)",6,False,False,tests/testthat/test-functional-pupil-engine-v2.R,vignettes/functional-pupil-irt-engine.Rmd,experimental,False,eyeprocesspy.functional_pupil,tests/test_functional_pupil.py,yes,implemented,implemented,implemented_initial,not_started,python_reference_differs,not_applicable,docstring_initial,Cross-language numerical parity remains pending; Python basis/statistical backend differs from the frozen R implementation.
functional_pupil_diagnostics,functional_pupil_diagnostics,R/026-functional-pupil-engine.R,man/functional_pupil_diagnostics.Rd,(x),1,False,False,,vignettes/functional-pupil-irt-engine.Rmd,experimental,False,eyeprocesspy.functional_pupil,tests/test_functional_pupil.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,
import_benchmark_study,import_benchmark_study,R/029-benchmark-reproducibility.R,man/import_benchmark_study.Rd,(study = eyeprocess_benchmark_study()),1,False,False,,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
init_vendor_corpus,init_vendor_corpus,R/025-vendor-corpus.R,man/init_vendor_corpus.Rd,"(path, overwrite = FALSE)",2,False,False,tests/testthat/test-vendor-corpus-v2.R,vignettes/independent-vendor-corpus.Rmd,review-gated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
migrate_eye_storage_schema,migrate_eye_storage_schema,R/028-api-storage-adapters.R,man/migrate_eye_storage_schema.Rd,"(storage, target_path, target_version = ""2.0.0"", format = NULL, overwrite = FALSE)",5,False,False,tests/testthat/test-api-storage-adapters-v2.R,vignettes/api-storage-adapters.Rmd,deprecated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
model_promotion_spec,model_promotion_spec,R/023-validation-orchestration.R,man/model_promotion_spec.Rd,"(
    model_families = c(""dynamic_irtree"", ""functional_pupil_irt"", ""theory_strategy_irt"", ""gaze_diffusion_irt""),
    require_completion = TRUE,
    require_sbc = TRUE,
    require_misspecification = TRUE,
    require_grouped_validation = TRUE,
    require_engine_equivalence = TRUE,
    require_empirical_reproduction = TRUE,
    require_preprocessing_sensitivity = TRUE,
    require_multi_vendor = FALSE)",9,False,False,tests/testthat/test-validation-orchestration-v2.R,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
object_schema,object_schema,R/028-api-storage-adapters.R,man/object_schema.Rd,"(object = c(""eye_dataset"", ""eyeprocess_model"", ""validation_plan"", ""validation_collection"", ""vendor_corpus"", ""eye_storage""))",1,False,False,tests/testthat/test-api-storage-adapters-v2.R,vignettes/api-storage-adapters.Rmd,deprecated,False,src/eyeprocesspy/engine_adapters.py,tests/test_engine_adapters.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,
open_partitioned_eye_storage,open_partitioned_eye_storage,R/028-api-storage-adapters.R,man/open_partitioned_eye_storage.Rd,(path),1,False,False,,,deprecated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
package_reproducibility_manifest,package_reproducibility_manifest,R/029-benchmark-reproducibility.R,man/package_reproducibility_manifest.Rd,"(paths, include_session = TRUE)",2,False,False,,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
partition_eye_storage,partition_eye_storage,R/028-api-storage-adapters.R,man/partition_eye_storage.Rd,"(by = c(""participant_id"", ""session_id"", ""recording_id""), format = c(""parquet"", ""csv"", ""rds""), compression = ""zstd"", max_rows = 1000000L)",4,False,False,tests/testthat/test-api-storage-adapters-v2.R,vignettes/api-storage-adapters.Rmd,deprecated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
plot_interval_coverage,plot_interval_coverage,R/023-validation-orchestration.R,man/plot_interval_coverage.Rd,"(x, target = 0.95, engine = c(""auto"", ""ggplot2"", ""base""), ...)",4,True,False,,vignettes/validation-execution-engine.Rmd,experimental,True,,,yes,not_started,not_started,not_started,not_started,not_started,not_started,not_started,
plot_parameter_recovery,plot_parameter_recovery,R/023-validation-orchestration.R,man/plot_parameter_recovery.Rd,"(x, parameter = NULL, engine = c(""auto"", ""ggplot2"", ""base""), ...)",4,True,False,,vignettes/validation-execution-engine.Rmd,experimental,True,,,yes,not_started,not_started,not_started,not_started,not_started,not_started,not_started,
plot_sbc_rank,plot_sbc_rank,R/023-validation-orchestration.R,man/plot_sbc_rank.Rd,"(x, parameter = NULL, bins = 10L, engine = c(""auto"", ""ggplot2"", ""base""), ...)",5,True,False,,vignettes/validation-execution-engine.Rmd,experimental,True,,,yes,not_started,not_started,not_started,not_started,not_started,not_started,not_started,
plot_validation_failures,plot_validation_failures,R/023-validation-orchestration.R,man/plot_validation_failures.Rd,"(x, engine = c(""auto"", ""ggplot2"", ""base""), ...)",3,True,False,,vignettes/validation-execution-engine.Rmd,experimental,True,,,yes,not_started,not_started,not_started,not_started,not_started,not_started,not_started,
plot_validation_runtime,plot_validation_runtime,R/023-validation-orchestration.R,man/plot_validation_runtime.Rd,"(x, engine = c(""auto"", ""ggplot2"", ""base""), ...)",3,True,False,,vignettes/validation-execution-engine.Rmd,experimental,True,,,yes,not_started,not_started,not_started,not_started,not_started,not_started,not_started,
prepare_dynamic_irtree_data,prepare_dynamic_irtree_data,R/024-dynamic-irtree-engine.R,man/prepare_dynamic_irtree_data.Rd,"(
    x,
    spec = dynamic_irtree_spec(),
    person = ""participant_id"",
    item = ""item_id"",
    trial = ""trial_id"",
    state = ""state"",
    time = NULL,
    from = ""from_state"",
    to = ""to_state"",
    states = NULL)",10,False,False,tests/testthat/test-dynamic-irtree-engine-v2.R,,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
prepare_functional_pupil_data,prepare_functional_pupil_data,R/026-functional-pupil-engine.R,man/prepare_functional_pupil_data.Rd,"(x, spec = functional_pupil_irt_spec())",2,False,False,tests/testthat/test-functional-pupil-engine-v2.R,vignettes/functional-pupil-irt-engine.Rmd,experimental,False,eyeprocesspy.functional_pupil,tests/test_functional_pupil.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,
prepare_gaze_diffusion_data,prepare_gaze_diffusion_data,R/027-strategy-diffusion-engines.R,man/prepare_gaze_diffusion_data.Rd,"(data, spec, minimum_rt = 0.05)",3,False,False,tests/testthat/test-strategy-diffusion-v2.R,vignettes/gaze-diffusion-irt.Rmd,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
prepare_strategy_mixture_data,prepare_strategy_mixture_data,R/027-strategy-diffusion-engines.R,man/prepare_strategy_mixture_data.Rd,"(data, spec, standardize = TRUE)",3,False,False,,,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
promote_vendor_support,promote_vendor_support,R/025-vendor-corpus.R,man/promote_vendor_support.Rd,"(corpus_path, case_id, level = c(""fixture-tested"", ""empirically-validated""), validation, reviewer, notes = NA_character_)",6,False,False,,,review-gated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
prune_validation_checkpoints,prune_validation_checkpoints,R/023-validation-orchestration.R,man/prune_validation_checkpoints.Rd,"(path, statuses = c(""corrupt"", ""locked""), dry_run = TRUE)",3,False,False,,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
pupil_preprocessing_grid,pupil_preprocessing_grid,R/026-functional-pupil-engine.R,man/pupil_preprocessing_grid.Rd,"(
    baseline_windows = list(c(-200, 0), c(-500, 0)),
    latency_ms = c(100, 200, 300),
    basis_df = c(4L, 6L, 8L),
    baseline_methods = c(""subtract"", ""percent""),
    max_interpolated_fraction = c(0.10, 0.20))",5,False,False,tests/testthat/test-functional-pupil-engine-v2.R,vignettes/functional-pupil-irt-engine.Rmd,experimental,False,eyeprocesspy.functional_pupil,tests/test_functional_pupil.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,
pupil_preprocessing_sensitivity,pupil_preprocessing_sensitivity,R/026-functional-pupil-engine.R,man/pupil_preprocessing_sensitivity.Rd,"(x, grid = pupil_preprocessing_grid(), base_spec = functional_pupil_irt_spec(engine = ""two_stage_glm""), fit = TRUE, extractor = extract_functional_pupil_parameters, continue_on_error = TRUE, ...)",7,True,False,,vignettes/functional-pupil-irt-engine.Rmd,experimental,False,eyeprocesspy.functional_pupil,tests/test_functional_pupil.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,
query_eye_storage,query_eye_storage,R/028-api-storage-adapters.R,man/query_eye_storage.Rd,"(storage, table, filters = list(), columns = NULL, collect = TRUE)",5,False,False,tests/testthat/test-api-storage-adapters-v2.R,vignettes/api-storage-adapters.Rmd,deprecated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
read_benchmark_table,read_benchmark_table,R/029-benchmark-reproducibility.R,man/read_benchmark_table.Rd,"(study = eyeprocess_benchmark_study(), table)",2,False,False,tests/testthat/test-benchmark-reproducibility-v2.R,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
read_validation_job_manifest,read_validation_job_manifest,R/023-validation-orchestration.R,man/read_validation_job_manifest.Rd,(path),1,False,False,,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
read_vendor_registry,read_vendor_registry,R/025-vendor-corpus.R,man/read_vendor_registry.Rd,(corpus_path),1,False,False,tests/testthat/test-vendor-corpus-v2.R,,review-gated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
redact_validation_case,redact_validation_case,R/025-vendor-corpus.R,man/redact_validation_case.Rd,"(
    source_path,
    output_path,
    id_columns = c(""participant_id"", ""subject"", ""participant"", ""recording_id"", ""session_id""),
    remove_columns = c(""name"", ""email"", ""address"", ""birthdate"", ""date_of_birth""),
    text_redactor = NULL,
    salt,
    copy_non_tabular = FALSE,
    overwrite = FALSE)",8,False,False,,vignettes/independent-vendor-corpus.Rmd,review-gated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
register_validation_case,register_validation_case,R/025-vendor-corpus.R,man/register_validation_case.Rd,"(
    corpus_path,
    source_path,
    vendor,
    device_model,
    software_name,
    software_version,
    hardware_version = NA_character_,
    export_profile = NA_character_,
    sampling_rate_hz = NA_real_,
    coordinate_system = NA_character_,
    timebase = NA_character_,
    event_semantics = NA_character_,
    ocular_structure = NA_character_,
    missingness_convention = NA_character_,
    vendor_fixations = NA_character_,
    package_transformations = NA_character_,
    unsupported_fields = NA_character_,
    independent_source = TRUE,
    licence_reviewed = FALSE,
    redistribution_allowed = FALSE,
    support_level = c(""declared"", ""fixture-tested"", ""empirically-validated""),
    mode = c(""reference"", ""copy""),
    case_id = NULL,
    notes = NA_character_)",24,False,False,tests/testthat/test-vendor-corpus-v2.R,vignettes/independent-vendor-corpus.Rmd,review-gated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
register_vendor_semantics,register_vendor_semantics,R/025-vendor-corpus.R,man/register_vendor_semantics.Rd,"(
    corpus_path,
    vendor,
    native_field,
    native_meaning,
    canonical_table,
    canonical_field,
    unit = NA_character_,
    transformation = ""identity"",
    loss_risk = c(""none"", ""low"", ""moderate"", ""high"", ""unsupported""),
    evidence_case_id = NA_character_)",10,False,False,,vignettes/independent-vendor-corpus.Rmd,review-gated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
resume_validation_jobs,resume_validation_jobs,R/023-validation-orchestration.R,man/resume_validation_jobs.Rd,"(plan, output_dir, retry = c(""missing"", ""failed"", ""nonconverged"", ""locked"", ""corrupt""), ...)",4,True,False,tests/testthat/test-validation-orchestration-v2.R,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
run_benchmark_reproduction,run_benchmark_reproduction,R/029-benchmark-reproducibility.R,man/run_benchmark_reproduction.Rd,(study = eyeprocess_benchmark_study()),1,False,False,tests/testthat/test-benchmark-reproducibility-v2.R,vignettes/benchmark-reproduction.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
run_validation_jobs,run_validation_jobs,R/023-validation-orchestration.R,man/run_validation_jobs.Rd,"(
    plan,
    simulator,
    fitter,
    extractor,
    truth_extractor,
    output_dir,
    workers = 1L,
    backend = c(""auto"", ""sequential"", ""future""),
    isolation = c(""auto"", ""in_process"", ""callr""),
    timeout_seconds = Inf,
    memory_limit_mb = Inf,
    stale_lock_seconds = 3600,
    overwrite = FALSE,
    fail_fast = FALSE,
    progress = interactive(),
    job_ids = NULL,
    chunks = NULL,
    simulation_args = list(),
    fit_args = list(),
    diagnostics_extractor = NULL,
    draws_extractor = NULL,
    predictions_extractor = NULL,
    confidence = 0.95,
    run_metadata = list())",24,False,False,tests/testthat/test-validation-orchestration-v2.R,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
simulate_dynamic_irtree_data,simulate_dynamic_irtree_data,R/024-dynamic-irtree-engine.R,man/simulate_dynamic_irtree_data.Rd,"(
    n_person = 100L,
    n_item = 20L,
    transitions_per_trial = 8L,
    states = c(""prompt"", ""evidence"", ""options""),
    beta_response = 0.5,
    person_sd = 0.4,
    item_sd = 0.3,
    irregular_time = TRUE,
    state_misclassification = 0,
    missing_state = 0,
    structural_zeros = NULL,
    seed = 1L)",12,False,False,tests/testthat/test-dynamic-irtree-engine-v2.R,vignettes/dynamic-irtree-hardening.Rmd,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
simulate_gaze_diffusion_data,simulate_gaze_diffusion_data,R/027-strategy-diffusion-engines.R,man/simulate_gaze_diffusion_data.Rd,"(n_person = 80L, n_item = 20L, trials_per_item = 1L, gaze_effect = 0.35, contaminant_fraction = 0.02, time_step = 0.002, max_decision_time = 10, seed = 1L)",8,False,False,tests/testthat/test-strategy-diffusion-v2.R,,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
simulate_strategy_mixture_data,simulate_strategy_mixture_data,R/027-strategy-diffusion-engines.R,man/simulate_strategy_mixture_data.Rd,"(n_person = 100L, n_item = 20L, signatures, trials_per_item = 1L, strategy_prevalence = NULL, feature_sd = 0.6, seed = 1L)",7,False,False,tests/testthat/test-strategy-diffusion-v2.R,,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
split_validation_plan,split_validation_plan,R/023-validation-orchestration.R,man/split_validation_plan.Rd,"(plan, chunks = NULL)",2,False,False,,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
storage_transaction_manifest,storage_transaction_manifest,R/028-api-storage-adapters.R,man/storage_transaction_manifest.Rd,(storage),1,False,False,,vignettes/api-storage-adapters.Rmd,deprecated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
strategy_aoi_sensitivity,strategy_aoi_sensitivity,R/027-strategy-diffusion-engines.R,man/strategy_aoi_sensitivity.Rd,"(datasets, spec, seed = 1L, ...)",4,True,False,,vignettes/theory-strategy-mixtures.Rmd,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
strategy_classification_uncertainty,strategy_classification_uncertainty,R/027-strategy-diffusion-engines.R,man/strategy_classification_uncertainty.Rd,"(object, threshold = 0.70)",2,False,False,tests/testthat/test-strategy-diffusion-v2.R,vignettes/theory-strategy-mixtures.Rmd,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
strategy_label_switching_diagnostics,strategy_label_switching_diagnostics,R/027-strategy-diffusion-engines.R,man/strategy_label_switching_diagnostics.Rd,"(object, tolerance = 1e-4)",2,False,False,,vignettes/theory-strategy-mixtures.Rmd,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
strategy_posterior_probabilities,strategy_posterior_probabilities,R/027-strategy-diffusion-engines.R,man/strategy_posterior_probabilities.Rd,(object),1,False,False,tests/testthat/test-strategy-diffusion-v2.R,vignettes/theory-strategy-mixtures.Rmd,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
structural_transition_mask,structural_transition_mask,R/024-dynamic-irtree-engine.R,man/structural_transition_mask.Rd,"(states, forbidden = NULL, allowed = NULL, allow_self = TRUE, structural_zeros = NULL, allowed_transitions = NULL)",6,False,False,tests/testthat/test-dynamic-irtree-engine-v2.R,,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
transition_residual_diagnostics,transition_residual_diagnostics,R/024-dynamic-irtree-engine.R,man/transition_residual_diagnostics.Rd,"(object, type = c(""pearson"", ""deviance"", ""randomized""))",2,False,False,tests/testthat/test-dynamic-irtree-engine-v2.R,vignettes/dynamic-irtree-hardening.Rmd,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
upgrade_eye_dataset,upgrade_eye_dataset,R/028-api-storage-adapters.R,man/upgrade_eye_dataset.Rd,"(x, target_version = ""2.0.0"", copy = TRUE)",3,False,False,,vignettes/api-storage-adapters.Rmd,deprecated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
upgrade_eyeprocess_model,upgrade_eyeprocess_model,R/028-api-storage-adapters.R,man/upgrade_eyeprocess_model.Rd,"(x, target_version = ""1.0.0"")",2,False,False,,vignettes/api-storage-adapters.Rmd,deprecated,False,src/eyeprocesspy/engine_adapters.py,tests/test_engine_adapters.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,
validate_benchmark_study,validate_benchmark_study,R/029-benchmark-reproducibility.R,man/validate_benchmark_study.Rd,"(study = eyeprocess_benchmark_study(), verify_hashes = TRUE)",2,False,False,tests/testthat/test-benchmark-reproducibility-v2.R,vignettes/benchmark-reproduction.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validate_engine_adapter,validate_engine_adapter,R/028-api-storage-adapters.R,man/validate_engine_adapter.Rd,"(result, require_fit = FALSE)",2,False,False,tests/testthat/test-api-storage-adapters-v2.R,,deprecated,False,src/eyeprocesspy/engine_adapters.py,tests/test_engine_adapters.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,
validate_eye_storage_metadata,validate_eye_storage_metadata,R/028-api-storage-adapters.R,man/validate_eye_storage_metadata.Rd,"(storage, verify_hashes = TRUE)",2,False,False,tests/testthat/test-api-storage-adapters-v2.R,vignettes/api-storage-adapters.Rmd,deprecated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validate_model_object,validate_model_object,R/028-api-storage-adapters.R,man/validate_model_object.Rd,"(object, strict = FALSE)",2,False,False,,vignettes/api-storage-adapters.Rmd,deprecated,False,src/eyeprocesspy/engine_adapters.py,tests/test_engine_adapters.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,
validate_strategy_manipulation,validate_strategy_manipulation,R/027-strategy-diffusion-engines.R,man/validate_strategy_manipulation.Rd,"(object, condition, expected_strategy, minimum_contrast = 0)",4,False,False,,,experimental,False,src/eyeprocesspy/dynamic_irt.py,tests/test_dynamic_irt.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
validation_calibration_summary,validation_calibration_summary,R/023-validation-orchestration.R,man/validation_calibration_summary.Rd,"(x, by = c(""model_family"", ""scenario_id""), bins = 10L)",3,False,False,,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validation_failure_summary,validation_failure_summary,R/023-validation-orchestration.R,man/validation_failure_summary.Rd,"(x, by = c(""model_family"", ""scenario_id""))",2,False,False,tests/testthat/test-validation-orchestration-v2.R,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validation_job_plan,validation_job_plan,R/023-validation-orchestration.R,man/validation_job_plan.Rd,"(
    grid = NULL,
    replications = 100L,
    base_seed = 1L,
    model_family = ""unspecified"",
    plan_id = NULL,
    chunk_size = 1L,
    metadata = list())",7,False,False,tests/testthat/test-validation-orchestration-v2.R,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validation_recovery_summary,validation_recovery_summary,R/023-validation-orchestration.R,man/validation_recovery_summary.Rd,"(x, by = character())",2,False,False,tests/testthat/test-validation-orchestration-v2.R,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validation_runtime_summary,validation_runtime_summary,R/023-validation-orchestration.R,man/validation_runtime_summary.Rd,"(x, by = c(""model_family"", ""scenario_id""))",2,False,False,,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validation_sbc_summary,validation_sbc_summary,R/023-validation-orchestration.R,man/validation_sbc_summary.Rd,"(x, by = c(""model_family"", ""scenario_id""), bins = 10L)",3,False,False,,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validation_seed,validation_seed,R/023-validation-orchestration.R,man/validation_seed.Rd,"(design, replication, base_seed = 1L, stream = 1L)",4,False,False,,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
validation_thresholds,validation_thresholds,R/023-validation-orchestration.R,man/validation_thresholds.Rd,"(
    required_replications = 100L,
    max_failure_rate = 0.05,
    max_absolute_bias = 0.10,
    max_rmse = Inf,
    min_coverage = 0.90,
    max_coverage = 0.99,
    max_rhat = 1.01,
    min_ess_bulk = 400,
    max_divergence_rate = 0.01,
    require_sbc = TRUE,
    require_empirical_reproduction = TRUE)",11,False,False,,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
verify_reproducibility_manifest,verify_reproducibility_manifest,R/029-benchmark-reproducibility.R,man/verify_reproducibility_manifest.Rd,(manifest),1,False,False,tests/testthat/test-benchmark-reproducibility-v2.R,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
write_benchmark_data_dictionary,write_benchmark_data_dictionary,R/029-benchmark-reproducibility.R,man/write_benchmark_data_dictionary.Rd,"(study = eyeprocess_benchmark_study(), path = ""benchmark-data-dictionary.md"")",2,False,False,,vignettes/benchmark-reproduction.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
write_model_promotion_report,write_model_promotion_report,R/023-validation-orchestration.R,man/write_model_promotion_report.Rd,"(x, path)",2,False,False,,,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
write_partitioned_eye_storage,write_partitioned_eye_storage,R/028-api-storage-adapters.R,man/write_partitioned_eye_storage.Rd,"(x, path, spec = partition_eye_storage(format = if (requireNamespace(""arrow"", quietly = TRUE)) ""parquet"" else ""rds""), overwrite = FALSE, tables = NULL)",5,False,False,tests/testthat/test-api-storage-adapters-v2.R,vignettes/api-storage-adapters.Rmd,deprecated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
write_software_paper_reproduction,write_software_paper_reproduction,R/029-benchmark-reproducibility.R,man/write_software_paper_reproduction.Rd,"(directory, study = eyeprocess_benchmark_study(), overwrite = FALSE)",3,False,False,tests/testthat/test-benchmark-reproducibility-v2.R,vignettes/benchmark-reproduction.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
write_validation_job_manifest,write_validation_job_manifest,R/023-validation-orchestration.R,man/write_validation_job_manifest.Rd,"(plan, path, overwrite = FALSE)",3,False,False,,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
write_validation_release_report,write_validation_release_report,R/023-validation-orchestration.R,man/write_validation_release_report.Rd,"(
    x,
    path,
    completion = NULL,
    promotion = NULL,
    title = ""eyeprocess validation release report"",
    include_session = TRUE)",6,False,False,,vignettes/validation-execution-engine.Rmd,experimental,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
write_vendor_case_report,write_vendor_case_report,R/025-vendor-corpus.R,man/write_vendor_case_report.Rd,"(corpus_path, case_id, path, validation = NULL, roundtrip = NULL)",5,False,False,,vignettes/independent-vendor-corpus.Rmd,review-gated,False,,,yes,not_started,not_started,not_started,not_started,not_started,not_applicable,not_started,
